"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0002-5333-9257","53e9ba59b7602d9704675d90","elisei","","rossella elisei","elisei r","gonsky r"
"0000-0003-2955-5846","53e9b69eb7602d9704214548","pablos","","maría victoria pablos","m victoria pablos","carlos valdovinos"
"0000-0003-2393-4976","53e9a09fb7602d9702985771","fulton","","fulton crews","fulton t. crews","ann s. heiman"
"0000-0001-8182-6610","56d92b8bdabfae2eeedb85d8","galkin","","evgenii galkin","e g galkin","f s zarudii"
"0000-0002-7767-4869","53e9b72bb7602d97042c0dce","sopade","","peter sopade","peter a. sopade","steve w. adkins"
"0000-0001-7019-3440","55a5155f65ceb7cb02e04cbc","jalink","","kees jalink","jalink kees","bosiers jan"
"0000-0003-0920-2234","53e99f70b7602d9702842107","marine","","marine rosa","marine raquel diniz da rosa","karlin fabianne klagenberg"
"0000-0003-2690-4158","56d8f976dabfae2eeea94c21","loewen","","peter loewen","peter john loewen","daniel rubenson"
"0000-0003-1761-6314","55a41e2e65ce5cd7b3c4c4da","matsuo","","keitaro matsuo","matsuo k","tajima k"
"0000-0002-1025-3680","56d84b54dabfae2eeed862be","donald","","donald bailey","donald g bailey",""
"0000-0002-0218-4320","59793b5a0cf2e87d86240e8d","sprong","","hein sprong","sprong hein","fonville manoj"
"0000-0001-8419-2158","53e9aca1b7602d970367c3cc","bacher","","gerd bacher","g. bacher","e. schuster"
"0000-0002-3880-9441","56d843b9dabfae2eee9d128e","miguel","","miguel castillo","miguel soto","francisco rodriguez y silva"
"0000-0002-4057-9091","55a40cbb612ca6486882bf3b","khakoo","","salim khakoo","khakoo s","walters k"
"0000-0002-6761-0669","5c136b05da56295a08a62f84","renata","","renata dondajewska-pielka","renata dondajewska","joanna rosińska"
"0000-0003-4457-8288","56d91798dabfae2eee6404c6","bunger","","lutz bunger","l bunger","s jagger"
"0000-0001-8603-4233","53e998f0b7602d970212b5e1","brooks","","william seymour brooks","william s. brooks","ross hedley"
"0000-0002-4436-029X","56d8effbdabfae2eee6ef83a","ballav","","ballav borah","ballav moni borah","ejabul mondal"
"0000-0002-0717-5554","53e9b68db7602d97041ff1d4","joanna","","joanna auma","joanna e. auma","james d. onyango"
"0000-0002-5190-0733","56d81a8fdabfae2eee906d40","jun li","","jun li","jun li","siyuan ma"
"0000-0003-0893-0651","53e99c8bb7602d970253a01c","jerusa","","jerusa garcia","jerusa simone garcia","marco aurélio zezzi arruda"
"0000-0002-5586-0505","558c6440e4b02b9f07a6d978","dupuis","","frédéric dupuis","dupuis, f.","desrosiers, s.p."
"0000-0002-8037-8710","55a4efe365ceb7cb02dc7592","marina","","marina rezende bazon","bazon marina rezende","krahé barbara"
"0000-0001-5305-1715","56d8250adabfae2eeed6e334","andrea","","andrea welker","andrea l welker","michael horst"
"0000-0003-4313-7069","53e9a169b7602d9702a59748","campos","","mercedes campos","m. campos","r. gonzfilez"
"0000-0002-6341-8813","56d8b8a5dabfae2eee1cefa0","ikiugu","","moses ikiugu","moses n ikiugu",""
"0000-0001-9011-3970","53e9a472b7602d9702d8cf12","george","","erwin george","e. george","h. jin"
"0000-0002-2501-8034","55a3b003c91b587b095f2e9f","steven","","steven norris","norris steven j","howell jerrilyn"
"0000-0002-4881-8739","53e9a171b7602d9702a63b2c","hartin","","anthony hartin","a. hartin",""
"0000-0002-4252-7068","55a43190c91b587b0970540f","robert","","robert hanson","hanson robert l","sutherland jeff"
"0000-0001-7581-9369","53e9a0dfb7602d97029cad8d","lander","","philip lander","p. lander","roland grad"
"0000-0002-1575-1152","5731fea80cf2d343036fc429","simona","","simona filice","filice simona","spanò simon f"
"0000-0002-7022-6748","53e9ae22b7602d970383179c","ivanov","","alexis ivanov","a. s. ivanov","a. v. lisitsa"
"0000-0002-0379-7495","558aea6d84ae84d265c06495","flores","","juan flores","flores, j.j.","barrera, j."
"0000-0002-3167-0707","55a498e765ceb7cb02d3242c","bagley","","elena bagley","bagley elena e","westbrook gary l"
"0000-0003-1510-4876","53e9b2b1b7602d9703d57c7e","joseph","","joseph o'sullivan","joseph a. o’sullivan","michael i. miller"
"0000-0002-7619-9269","53e9b11db7602d9703b999ad","victor","","victor taratukhin","victor taratoukhine","rajkumar roy"
"0000-0002-8744-0046","5489101d45ce471f90abff07","yu nie","","yu nie","yu nie","jie gong"
"0000-0002-9942-5433","55a5420365ceb7cb02e61573","lauren","","lauren sherar","sherar lauren b","webb oliver j"
"0000-0002-5583-9538","53e9af00b7602d9703933b09","schurr","","j. michael schurr","j.michael schurr","bryant s. fujimoto"
"0000-0002-4083-9324","53e9bb6cb7602d97047af310","volcho","","konstantin volcho","k. p. volcho","d. v. korchagina"
"0000-0002-1119-1442","53e9b716b7602d97042af3d7","elling","","john elling","john w. elling","leo j. de koning"
"0000-0002-7078-7780","55a4fa0765ceb7cb02dd842f","coplan","","paul coplan","coplan paul m","landau craig"
"0000-0002-2200-2360","55a6c7ef65ce054aad75907d","israel","","israel cruz","cruz israel","cunha heitor morais"
"0000-0001-5477-5475","55a59313612c6b12ab246095","roland","","roland liblau","liblau roland s","piaggio eliane"
"0000-0001-5017-1252","55a6b23665ce054aad71739d","karimi","","mohammad mahdi karimi","karimi mohammad m","brind'amour julie"
"0000-0003-1319-5575","55a479082401bde6691f3fdb","skerry","","timothy skerry","skerry t m","pead m j"
"0000-0002-1218-229X","56d8b744dabfae2eee12704d","yamada","","hiroshi yamada","hideto yamada","yoh hidaka"
"0000-0001-6964-2499","55a6805865ce054aad69d2e9","franck","","franck dayan","dayan franck e","nanayakkara n p dhammika"
"0000-0001-6501-7741","55a3ff1bc91b587b09693c16","wilson","","erin wilson","wilson erin m","green jordan r"
"0000-0003-1247-429X","55a67ea865ce054aad6985c8","morris","","katie morris","morris r katie","field d"
"0000-0003-1221-8501","55a4d81b65ceb7cb02d9c61f","rebato","","esther rebato","rebato e","salces i"
"0000-0002-3156-8315","5a260c7817c44a4ba8a2f357","ramajo","","julian ramajo","julián ramajo","josé manuel cordero"
"0000-0002-4670-0251","53e9a577b7602d9702ea22e3","davare","","marco davare","m. davare","y. vandermeeren"
"0000-0001-7167-7287","55a3d03665ce5cd7b3b8aa8c","pietro","","pietro ameri","ameri pietro","kleinberg david l"
"0000-0002-2686-7409","53e9b1a9b7602d9703c3338b","jurgen","","jurgen vinju","jurgen j. vinju","paul klint"
"0000-0002-6786-7579","56d8218bdabfae2eeebfd57c","brandy","","brandy kinkead (pilapil)","brandy kinkead","a lapanik"
"0000-0002-2659-7461","56d919a2dabfae2eee70e27e","sergio","","sergio fanella","sergio t fenella","fred y aoki"
"0000-0002-7643-3879","53e9bdbfb7602d9704a6e598","salama","","paul salama","p. salama","n. b. shroff"
"0000-0001-8883-8497","56d83b51dabfae2eee610ff8","hosoda","","takashi hosoda","t hosoda","g kipshidze"
"0000-0001-9586-4570","56d92dbadabfae2eeee73777","piegat","","agnieszka piegat","a piegat","piotr prowans"
"0000-0003-0031-5873","5c0f8c3eda562944ac9efceb","jeremy","","jeremy ng","jeremy yongwen ng","walter reinisch"
"0000-0002-6501-3393","53e9b253b7602d9703cf2eff","taylor","","anna taylor","anna r taylor","carol e milligan"
"0000-0002-0981-2748","53e9babab7602d97046eb051","elster","","eric elster","eric a. elster","david destephano"
"0000-0002-9417-2019","53e99eaeb7602d970277a25f","jun he","","jun he","jun he","lei feng"
"0000-0001-9873-3621","53e9a388b7602d9702c99bbc","savrai","","roman savrai","r. a. savrai","a. v. makarov"
"0000-0003-3383-9294","55a5178cc91bf3b1cc4e8b73","haddad","","peter haddad","haddad peter m","anderson ian m"
"0000-0002-4475-6091","56d83c80dabfae2eee682161","isabel","","isabel caçador","isabel cacador","tarcisio rangel do couto"
"0000-0002-8196-9686","55a3aff365ce5cd7b3b3f419","clucas","","claudine clucas","clucas c","harding r"
"0000-0002-5347-8679","5c347ce3df5b8c0b3c38a48d","jungmo","","jungmo oh","jungmo oh","sangki park"
"0000-0003-1102-4553","5c0f8547da562944ac9065e1","rebeca","","rebeca perez morales","rebeca pérez-morales","alberto gonzález-zamora"
"0000-0003-3662-5080","572b66030cf27278357fe5de","chawla","","kirti chawla","chawla kirti","tandon shruti"
"0000-0003-3820-6859","55a41ae365ce5cd7b3c46cfc","duncan","","neill duncan","duncan neill","chan kakit"
"0000-0002-5442-0129","55a39b0165ce5cd7b3b0d7d7","joseph","","joseph dipiro","dipiro joseph t",""
"0000-0002-9107-1896","53e9b22db7602d9703cc6457","andré","","andré klüppel","andré klueppel","heiko thoemen"
"0000-0002-5261-5467","56d838e2dabfae2eee52b9e6","storey","","john storey","john m d storey","peter kirsop"
"0000-0001-5822-1269","53e9b5afb7602d97040f6086","lalloo","","ratilal lalloo","r. lalloo","j.y. nazroo"
"0000-0001-5208-6692","53e9ab7eb7602d970352669d","walker","","kevin walker","kevin d. walker","erin merriweather"
"0000-0001-5795-6482","55a5fb2365cead59c831ec4f","mcleod","","niall mcleod","mcleod niall m h","jenei veronika"
"0000-0003-0771-4375","55a6948665ce054aad6c768c","reinke","","petra reinke","reinke petra","schneider christian k"
"0000-0002-4061-9428","558a4240e4b031bae1f6941d","gielen","","georges gielen","gielen, g.","sansen, w."
"0000-0002-4459-7721","53e9b917b7602d97044fd887","scarci","","marco scarci","m. scarci","a. chambers"
"0000-0002-5481-5032","53e9a0fbb7602d97029e4338","buczek","","adam buczek","a. buczek","d. bauman"
"0000-0002-4463-3454","53e9b72bb7602d97042bfbd3","barlat","","frederic barlat","f. barlat","j.m. ferreira duarte"
"0000-0001-7318-737X","56d8d87fdabfae2eeedcbb16","loukil","","mohamed loukil","m loukil","a kabadou"
"0000-0002-8032-2223","56d90585dabfae2eeef3dddf","corley","","juan corley","juan c corley","muriel neynifle"
"0000-0002-2848-345X","55a4858165ce31bc877d8849","tusell","","laura tusell","tusell l","terradas m"
"0000-0003-2959-5370","56d862e1dabfae2eee89df58","lovell","","paul george lovell","p george lovell","claudia metzlerbaddeley"
"0000-0003-1011-4960","55a42106c91b587b096dba18","downie","","allan downie","downie j allan",""
"0000-0001-6559-8005","55a6403265ce054aad61b12d","kimmey","","blake kimmey","kimmey blake a","arreola adrian c"
"0000-0002-5093-9871","557c48df08b02739a5ca3373","asokan","","n. asokan","asokan, n.","rajan, a."
"0000-0002-6816-2984","55a526d265ceb7cb02e29f95","nijiro","","nijiro nohata","nohata nijiro","yoshino hirofumi"
"0000-0003-4811-0543","53e99ca0b7602d9702550db2","pötzi","","werner pötzi","w. pötzi","m. temmer"
"0000-0001-6009-0325","53e9b2b1b7602d9703d5cb70","andrew","","andrew appel","andrew w. appel",""
"0000-0003-4775-7556","5947da078f7f36a4f862e3f8","miguel","","miguel perez-garcia","pérez-garcía miguel","puente antonio e"
"0000-0002-4639-0775","55a37e7c65ce5cd7b3aca4a8","alexis","","alexis ogdie","ogdie alexis r","hoch susan"
"0000-0003-1048-2819","53e99cedb7602d97025a0188","laible","","goetz laible","g. laible","r. hakenbeck"
"0000-0002-0837-3368","56d8dc8edabfae2eeef6665e","muzyka","","mikhail muzyka","m m muzyka","i yu kuz min"
"0000-0002-6613-2757","53e9b762b7602d9704307a86","clarke","","iain clarke","i. j. clarke","r. klein"
"0000-0002-9313-0650","53e9b181b7602d9703c0d23b","marion","","marion röder","marion s. röder","thomas wicker"
"0000-0002-1792-2592","56d914e7dabfae2eee536504","aguiar","","cecília aguiar","cecilia aguiar","r a mcwilliam"
"0000-0001-7164-1719","55a3df22c91b587b09652d47","ronald","","ronald raines","raines ronald t","levin leonard a"
"0000-0001-7309-9687","56d92020dabfae2eee98b199","alison","","alison chang","alison h chang","yunhui zhang"
"0000-0002-0856-9168","56d908b5dabfae2eee07fbb5","forbes","","anne-marie forbes","annemarie forbes",""
"0000-0003-3610-9123","53e99ff5b7602d97028d8d72","gasser","","susan gasser","susan m. gasser","hubert renauld"
"0000-0001-8232-9448","53e99b2cb7602d97023c860e","keicho","","naoto keicho","n keicho","h yotsumoto"
"0000-0001-7651-9309","55a51df665ceb7cb02e16658","stefan","","stefan ambs","ambs stefan","martin damali n"
"0000-0002-0143-2310","55a69e5765ce054aad6e107e","franka","","franka luk","luk franka","franquesa marcella"
"0000-0002-1813-9049","55a54b6165ceb7cb02e74de5","maiuro","","lucia maiuro","maiuro lucia","succi mariantonietta"
"0000-0002-9305-3982","53e9a42bb7602d9702d470c9","michel","","michel duclos","michel j. duclos","bernadette chevalier"
"0000-0003-2296-8373","55a46df265ce31bc877a58d5","yutaka","","yutaka saito","saito yutaka","yoshitake naoto"
"0000-0002-2011-6305","53e9b089b7602d9703af0c20","sycuro","","laura sycuro","laura k. sycuro","edward g. ruby"
"0000-0001-8127-676X","56d8f931dabfae2eeea793ce","bachau","","henri bachau","h bachau",""
"0000-0002-9112-082X","57ce240e0cf2d30809a3b9f7","shelly","","shelly wang","wang shelly","laughlin suzanne"
"0000-0003-4835-8290","56d8a012dabfae2eee5e2ab8","saylor","","rick saylor","rick d saylor","leonard k peters"
"0000-0002-4946-037X","5a28a7fb0cf25d733de2bd13","steele","","andrew duncan steele","steele a d","mphahlele m j"
"0000-0003-4341-6818","56d90026dabfae2eeed2360c","vilson","","vilson klein","vilson antonio klein","paulo leonel libardi"
"0000-0003-2739-628X","56d8252fdabfae2eeed7dc76","zazoui","","mimoun zazoui","m zazoui","j c bougoin"
"0000-0002-4085-1489","56d868efdabfae2eeeb7069f","engels","","tom engels","t a p engels","h e h meijer"
"0000-0002-8176-8948","53e9bde9b7602d9704a9b1e4","miriam","","miriam molina arcas","miriam molina-arcas","marcal pastor-anglada"
"0000-0002-2749-6275","55a5287a65ceb7cb02e2e3c6","elaine","","elaine zayas marcelino da silva","da silva elaine zayas marcelino","carvalho celiane cardoso"
"0000-0002-1547-2858","53e9bda5b7602d9704a4e82b","jacobs","","jill jacobs","jill e. jacobs","kevin e. salhany"
"0000-0002-0974-3084","53e99f7eb7602d97028502b2","moroni","","paolo moroni","p. moroni","a. zonca"
"0000-0002-6435-4698","53e99859b7602d9702095120","santos","","adair santos","adair r.s dos santos","dagoberto o silva"
"0000-0002-1201-0770","53e99f27b7602d97027f5fa0","steele","","ric steele","ric g. steele","dennis grauer"
"0000-0001-5014-4318","55a4fd7565ceb7cb02de0481","robert","","robert häner","häner robert","biner sarah m"
"0000-0003-1054-1276","55a378aec91b587b09581090","snider","","mark snider","snider mark j","myers nichole r"
"0000-0001-8101-9659","55a4fe7b65ceb7cb02de1d66","bianco","","anna monica rosaria bianco","bianco a m","zanin v"
"0000-0002-9153-5857","53e9b86db7602d970443bfec","duarte","","juan duarte","duarte juan","gonzalez-paramas ana"
"0000-0001-9031-6903","53e99c20b7602d97024ccc03","byakov","","vsevolod byakov","v. m. byakov","f. g. nichiporov"
"0000-0003-1561-9597","55a3ef0bc91b587b096758d2","deluca","","thomas henry deluca","deluca thomas h","sala anna"
"0000-0001-8117-3445","53e9a89bb7602d97031e863f","keesha","","keesha roach","keesha l. powell","markus stoffel"
"0000-0001-5532-3251","55a4074e65ce5cd7b3c0ffdc","komeda","","seiji komeda","komeda seiji","chikuma masahiko"
"0000-0002-2263-7569","55a5fb2265cead59c831eb2a","alfano","","lindsay alfano","alfano l n","yin h"
"0000-0003-0831-5149","53e99ca8b7602d9702559905","frijns","","arjan jh frijns","arjan j. h. frijns","andre van ooij"
"0000-0002-8617-9026","56d901c4dabfae2eeedc2d78","daniel","","daniel ventosa-santaulària","daniel ventosasantaularia","antonio e noriega"
"0000-0001-9102-6668","55a4e41c65ceb7cb02db4540","morris","","christopher morris","morris c","oliver m"
"0000-0001-6299-1194","55a6f852612c8638144919f1","mooney","","david mooney","mooney david j","kong hyun joon"
"0000-0002-1620-6439","53e9b9c7b7602d97045beb74","savina","","irina savina","irina n. savina","marina v. kuzimenkova"
"0000-0001-6274-8071","55a40ed565ce5cd7b3c28dda","de mey","","jo g. r. de mey","de mey jo g r","lemkens pieter"
"0000-0001-7246-5008","53e9be14b7602d9704acc8ce","zachos","","louis zachos","louis g. zachos","ann molineux"
"0000-0002-0092-1657","53e9b999b7602d970458c7f1","cumbal","","luis cumbal","l. cumbal","i. staina"
"0000-0002-4914-6532","56ad29bd0cf2a8c8f70e0a73","khalil","","ahmad khalil","ahmad r. khalil","aref a. lashin"
"0000-0002-7696-7643","56d925dedabfae2eeeba9aea","romano","","lucia romano","l romano","a m piro"
"0000-0003-0642-2207","5c136d1cda56295a08a9ef02","sumeet","","sumeet mirgh","sumeet p mirgh","jehangir s sorabjee"
"0000-0003-0445-8812","56d9180bdabfae2eee66ca64","yaxley","","greg yaxley","gregory m yaxley","trevor h green"
"0000-0002-0997-4878","5a1632e50cf2b32ad4a23d2a","fuller","","joel fuller","fuller joel t","chalmers samuel"
"0000-0002-7796-8234","55a6c04365ce054aad745091","frauke","","frauke nees","nees frauke","hennerici michael g"
"0000-0001-9870-8936","56d8d852dabfae2eeedb9fda","jordan","","jordan ward","jordan d ward",""
"0000-0003-2457-1791","53e9b923b7602d970450ef15","rafael","","rafael valencia-garcia","rafael valencia-garcía","francisco garcía sánchez"
"0000-0003-4612-8811","56d8abeedabfae2eeeba462c","bassem","","bassem raafat","bassem m raafat","ahmed elbarbary"
"0000-0002-9330-194X","55a4037365ce5cd7b3c093d3","yasuko","","yasuko onuma","onuma yasuko","matsushima asako"
"0000-0001-8353-6449","56d8e176dabfae2eee14d4ec","shenvi","","ryan shenvi","ryan a shenvi","daniel j jansen"
"0000-0003-3290-3231","56d8e257dabfae2eee1aa583","karuri","","hannah karuri","h w karuri","c waturu"
"0000-0003-4763-330X","53e9bc80b7602d9704903723","eberly","","lynn eberly","l. e. eberly","p. c. raynor"
"0000-0002-5736-4118","53e9a698b7602d9702fc867d","donato","","donato aranda","donato a.g. aranda","martin schmal"
"0000-0003-0131-424X","598fba110cf2d76540d0019e","martin","","martin lund","lund martin","erichsen rune"
"0000-0001-8981-8527","53e9a7f8b7602d970313c429","valeev","","rishat valeev","r. g. valeev","p. n. krylov"
"0000-0003-4656-2490","53e99bcdb7602d9702473454","wagner","","doris wagner","wagner doris","bezhani staver"
"0000-0003-0660-0835","55a40b1965ce5cd7b3c196b8","george","","trevor george","george t","gordon m h"
"0000-0001-8493-721X","53e9b95bb7602d970454719c","andrei","","andrei klimov","andrei b klimov","josé l romero"
"0000-0001-8848-2224","55a6a54765ce054aad6f2dbf","marwan","","marwan diab","diab marwan","palosaari esa"
"0000-0002-5087-0819","55a4154cc91b587b096c440a","nieman","","james nieman","nieman james a","wieber janet l"
"0000-0001-7988-1514","55a592c9612c6b12ab245572","riehle","","mathis riehle","riehle m o","curtis a s g"
"0000-0003-4824-535X","56d8f0fbdabfae2eee74e4e4","emerit","","michel boris emerit","m boris emerit","michel hamon"
"0000-0001-9024-6933","5c39fa31df5b8c0b3c89f847","carrie","","carrie cwiak","carrie cwiak","sarah cordes"
"0000-0002-3315-1935","55a3f6ef65ce5cd7b3beb539","peuget","","sylvain peuget","peuget s","dusetti n j"
"0000-0002-9039-5792","53e99f78b7602d970284daf0","nghiem","","long nghiem","long duc nghiem","poppy jane coleman"
"0000-0003-3421-822X","55a6bfd765ce054aad742c33","graham","","david graham","graham david j","smith geoffrey c s"
"0000-0001-8817-4766","53e9b708b7602d970429e333","fomkin","","anatolii fomkin","a. a. fomkin","yu. v. nikiforov"
"0000-0001-7122-0578","53e998dbb7602d9702118062","karimi","","iftekhar karimi","i. a. karimi","swarnendu bhushan"
"0000-0002-7627-2075","5c2ff92adf5b8c0b3cee7caf","zhe li","","zhe li","zhe li","kesheng wang"
"0000-0003-1005-7011","53e99a0fb7602d9702262f19","buchan","","john buchan","j c buchan","e sheridan"
"0000-0001-9359-8643","55a4d5c0c91bf3b1cc47e220","felipe","","felipe fregni","fregni felipe","carreiro luiz renato rodrigues"
"0000-0002-2737-696X","53e9b7e7b7602d9704394803","graham","","graham stone","graham n. stone",""
"0000-0003-3995-4381","53e9b40eb7602d9703f048b6","moroni","","maria ofelia moroni","marı́a ofelia moroni","rodrigo saldivia"
"0000-0002-1560-1955","59fe77ca0cf2de755c7ea562","daniel","","daniel davis","davis daniel","dani melanie"
"0000-0002-5123-5171","5489137d45ce471f90b12039","lesley","","lesley cohen","lesley f. cohen","ana dornelles de alvarenga"
"0000-0003-2885-3980","53e9a06cb7602d9702951ded","budden","","amber budden","amber e budden","christopher j lortie"
"0000-0003-1639-6989","53e9acaeb7602d970368a47d","donald","","donald rubin","donald l. rubin",""
"0000-0001-8645-6233","5718f19a0cf2b90d7b9b4924","mellouk","","nora mellouk","mellouk nora","enninga jost"
"0000-0002-7473-1522","56d8add6dabfae2eeec98fa0","tristan","","tristan yan","tristan d yan","ashleigh xie"
"0000-0002-0366-4027","53e9a720b7602d970305a0d2","stephen","","stephen evans","stephen v evans","eeva leinala"
"0000-0003-0985-8997","5c0f726dda562944ac65ef9e","eduardo","","eduardo rios","eduardo ríos","juan ferreira gregorio"
"0000-0001-9535-1767","53e9b7e1b7602d9704392b16","akiyama","","haruhisa akiyama","h. akiyama","t. tamaki"
"0000-0002-3211-7874","5c0f726cda562944ac65ea00","jianji ","","jianji  pan","jianji pan","wenjie cai"
"0000-0001-8225-2284","53e9aa16b7602d9703382d38","bo peng","","bo peng","bo peng","jun ying"
"0000-0003-4739-2817","56d918f9dabfae2eee6ccfe2","malcolm","","malcolm sim","malcolm r sim","helen l kelsall"
"0000-0002-6374-5136","53e9a4d6b7602d9702df63a9","wildman","","derek wildman","derek e. wildman","morris goodman"
"0000-0003-0204-4093","57e1ea800cf215e322bdb74d","david e","","david e conroy","conroy david e","hedeker donald"
"0000-0001-5696-2602","55a4b23165ceb7cb02d66601","galván","","gonzalo daniel galván","galván gonzalo","benabarre antoni"
"0000-0002-5028-1299","56d81dafdabfae2eeea5f92b","yaogen ","","yaogen  shen","yaogen shen","jing guo"
"0000-0003-0793-2727","55a45ee665ce31bc87787253","emerson","","emerson garcia","garcia emerson s","condessa luciano a"
"0000-0001-9438-3337","53e9a1aeb7602d9702aa3d07","natalia","","natalia vila-lopez","natalia vila lopez","enrique bigne alcaniz"
"0000-0001-9701-6305","55a509f665ceb7cb02df223c","valdés","","héctor valdés","valdés h","zaror c a"
"0000-0002-2015-6171","53e9a034b7602d970291bcdf","christy","","christy ludlow","christy l ludlow","eric a mann"
"0000-0003-0370-214X","53e9b206b7602d9703c9caf0","almeida","","luciano farias almeida","l.f. almeida","s.r.b. santos"
"0000-0002-8494-5532","53e99f3ab7602d9702809718","rusponi","","stefano rusponi","s. rusponi","h. brune"
"0000-0003-1123-9044","55a51361c91bf3b1cc4e182f","neuhoff","","john neuhoff","neuhoff john g","bach dominik r"
"0000-0003-4334-608X","56d929e4dabfae2eeed23870","gregory","","gregory cox","gregory r cox","c e badenhorst"
"0000-0002-5108-6794","53e9a806b7602d970314b7e9","barrena","","manuel barrena","m. barrena","s. barroso"
"0000-0001-7236-1604","53e99f6ab7602d9702840563","bessais","","lotfi bessais","l. bessais","c. djega-mariadassou"
"0000-0001-6833-3811","5a1784870cf2651a7c2ad76c","andrade","","bruno andrade","andrade bruno bezerril","fraga deborah bittencourt moté"
"0000-0002-5433-0393","53e9b71db7602d97042b8532","colborn","","robert colborn","robert e. colborn","a. guy orpen"
"0000-0003-3947-5399","53e99b21b7602d97023b9c8f","václav","","václav kolář","václav kolár",""
"0000-0002-0618-5806","53e9a841b7602d970318ad82","brachet","","marc brachet","m. e. brachet","a. pouquet"
"0000-0002-9042-5509","56d839d0dabfae2eee5835ca","heather","","heather hamlin","heather j hamlin","jessica mutz"
"0000-0003-4395-2901","55a539bf65ceb7cb02e51c81","critten","","sarah critten","critten sarah","pine karen j"
"0000-0003-1120-0414","56d92004dabfae2eee980995","richard","","richard mcbride","s r s mcbride richard","l k l m jenkins kristin maki"
"0000-0002-3321-4924","56d8d813dabfae2eeeda27ec","zachory","","zachory berta-thompson","zachory k berta","david charbonneau"
"0000-0002-8219-8676","5c0f726dda562944ac65ef95","carolyn","","carolyn turvey","carolyn l turvey","john e holman"
"0000-0002-2376-1852","53e9ac19b7602d97035df566","johnson","","rodney johnson","r.w. johnson","j.b. buchanan"
"0000-0003-2417-0787","53e99d65b7602d97026216b1","nielsen","","søren nielsen","s. s. nielsen","s. Østergaard"
"0000-0001-7322-6789","56d8f775dabfae2eee9cb5eb","barrozo","","ligia barrozo","ligia vizeu barrozo","claudia costa"
"0000-0002-5006-0891","55a4879d65ce31bc877dc5d6","mullins","","robert mullins","mullins robert f","hernández jasmine"
"0000-0002-6244-9327","53e9a974b7602d97032cd178","zazybin","","alexey zazybin","a. g. zazybin","yu. r. khusnutdinova"
"0000-0003-4101-1788","53e9ad12b7602d97036f2f1f","yolanda","","yolanda lechón","yolanda lechón","cristina de la rúa"
"0000-0002-8022-9627","53e9bd4bb7602d97049d87b5","michael","","michael magrath","michael j. l. magrath","simon c. griffith"
"0000-0002-3454-8555","55a384b065ce5cd7b3ad573b","mohamed","","mohamed bedaiwy","bedaiwy mohamed a","fader amanda nickles"
"0000-0002-0423-2373","53e9b64fb7602d97041ad0ff","sweetie","","sweetie kanatt","sweetie r. kanatt","ramesh chander"
"0000-0001-7338-586X","53e9b2f9b7602d9703db96fe","slinker","","jason slinker","jason deal slinker","george g. malliaras"
"0000-0002-0125-3769","55a440bcc91b587b0973c691","weltman","","arthur weltman","weltman arthur","hartman mark l"
"0000-0002-3603-3184","55a3f53265ce5cd7b3be8686","ricardo","","ricardo freire","freire ricardo o","reddy m l p"
"0000-0002-2428-0313","56a387f30cf24167b2a83516","zölzer","","friedo zölzer","zölzer friedo","malone jim"
"0000-0002-5862-6829","55a4ae6965ceb7cb02d5f930","dankort","","david dankort","dankort david","kortman pim c"
"0000-0001-7808-4943","55a4e5f8c91bf3b1cc49769e","steptoe","","andrew steptoe","steptoe andrew","chida yoichi"
"0000-0003-3312-8193","5c0f8fdada562944aca65d98","richard","","richard johnson","richard j johnson","bernardo rodriguez-iturbe"
"0000-0002-8434-7540","56d824cddabfae2eeed53793","burgess","","darren burgess","darren j burgess",""
"0000-0003-0274-5957","55a52fc465ceb7cb02e3a8aa","schrama","","denise schrama","schrama d","hussey s"
"0000-0002-5035-1744","55a4dc0f65ceb7cb02da4cc0","jessica","","jessica grisham","grisham jessica r","onden-lim melissa"
"0000-0002-2944-0662","56d8e4a3dabfae2eee291a90","raithby","","paul raithby","paul r raithby","zain dawoodi"
"0000-0001-6810-3434","53e9bbdbb7602d9704829ede","kathryn","","kathryn boor","kathryn j. boor","laura kornstein"
"0000-0002-7176-5524","56d8f4d9dabfae2eee8c7550","michael","","michael voldsgaard clausen","michael clausen","h d poulsen"
"0000-0002-4104-5964","55a4f3bb65ceb7cb02dcfdb3","susanne","","susanne barth","barth susanne",""
"0000-0002-9089-5914","55a49dfc65ceb7cb02d44824","gökhan","","gökhan aytekin","aytekin gökhan","ekiz fuat"
"0000-0001-6640-7071","55a545b665ceb7cb02e669e6","matthew","","matthew riedel","riedel matthew d","sucato daniel j"
"0000-0002-3074-3433","53e9a36db7602d9702c77e48","mahmoud","","mahmoud abdelkader","mahmoud h. abdel-kader","peter krebs"
"0000-0001-9948-5690","56d91f9adabfae2eee95933f","youssef","","doaa youssef","doaa mohammed youssef","laila m sherief"
"0000-0003-2293-7913","55a4ccd765ceb7cb02d89bbd","haglund","","peter haglund","haglund peter","bignert anders"
"0000-0003-1864-7796","5488e2d145ce147a86e21381","xin gao","","xin gao","xin gao","xiang li"
"0000-0003-4977-5352","53e9a5f6b7602d9702f238bb","burgoon","","lyle burgoon","lyle d. burgoon","donald b. jump"
"0000-0002-4808-574X","55a4197065ce5cd7b3c420c3","antonio","","antonio martín tello","martín antonio","martínez-salvador sonia"
