"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0003-1842-7515","53e9a7eab7602d970312af1b","svavarsson","","jörundur svavarsson","j. svavarsson","g. a. alfredsson"
"0000-0002-5522-2335","53e9ac22b7602d97035e4b4c","letourneau","","johnathon letourneau","johnathon e letourneau","d.jean burnell"
"0000-0002-0841-2793","56d90246dabfae2eeedf5688","degao wang","","degao wang","degao wang","xiaoyang chen"
"0000-0002-3767-1954","55a64f3f65ce054aad64006a","hyon-seung","","hyon-seung yi","yi hyon-seung","seo wonhyo"
"0000-0003-1276-5812","53e9bb08b7602d970473eb6d","bianciardi","","giorgio bianciardi","g. bianciardi","g. weber"
"0000-0001-5870-8843","55a467f965ce31bc87799bf0","strathearn","","lane  strathearn","strathearn l",""
"0000-0002-1472-6633","53e9b4c4b7602d9703fe269f","weiwei guo","","weiwei guo","weiwei guo","jipei yuan"
"0000-0002-6950-6515","562b909f0cf29e8f36324d40","chodyński","","michał chodyński","chodyński michał","milczarek magdalena"
"0000-0002-8736-5365","5c1369d9da56295a08a3c16b","emili vela","","emili vela","emili vela","josé maría verdú-rotellar"
"0000-0001-8199-0090","53e9b36cb7602d9703e4a678","oberkofler","","martin oberkofler","m. oberkofler","ch. linsmeier"
"0000-0002-3693-5145","56d91433dabfae2eee4ee6f7","charis eng","","charis eng","charis eng","shanna l gustafson"
"0000-0002-9057-9786","53e9aed0b7602d97038f71f6","yulei wang","","yulei wang","yulei wang","kathleen a. grant"
"0000-0002-1331-0871","53e9a003b7602d97028e6dbc","eiji kamio","","eiji kamio","eiji kamio","kazuo kondo"
"0000-0003-3350-8575","55a6b13665ce054aad71476f","amit kumar","","amit kumar tiwari","tiwari amit kumar","saha subit kumar"
"0000-0001-6230-9597","53e9b2d1b7602d9703d7cf43","fernanda v","","fernanda v leimann","fernanda v. leimann","ariovaldo bolzan"
"0000-0002-9341-5832","56d90242dabfae2eeedf3e41","lili zhang","","lili zhang","lili zhang","leng jiang"
"0000-0002-2498-0934","56d81fc5dabfae2eeeb41a5d","qihao weng","","qihao weng","qihao weng",""
"0000-0002-9245-0919","55a4ff73c91bf3b1cc4c1d2e","ulrich-lai","","yvonne ulrich-lai","ulrich-lai yvonne m","herman james p"
"0000-0001-9135-6253","53e9ae9cb7602d97038bff7f","mclaughlin","","stephen mclaughlin","stephen h. mclaughlin","ernest d. laue"
"0000-0002-8668-3046","55a6b02e65ce054aad7120b7","männistö","","satu männistö","männistö satu","laatikainen tiina"
"0000-0001-6439-7228","53e9b57cb7602d97040bbccf","soutourina","","olga soutourina","olga a soutourina","philippe n bertin"
"0000-0001-6813-1937","5c0f7502da562944ac6c3e27","peter wilf","","peter wilf","peter wilf","maria a gandolfo"
"0000-0001-9695-0104","56d906c5dabfae2eeefb4ea3","andreyanov","","vladimir andreyanov","v v andreyanov","a i smirnov"
"0000-0003-0083-6599","5acfc5db44f4170e22a1bb03","buchstaber","","victor buchstaber","v. m. buchstaber","s. i. tertychnyi"
"0000-0003-3224-1450","53e9b03cb7602d9703a9974b","teodorczyk","","andrzej teodorczyk","a. teodorczyk","j.h.s. lee"
"0000-0002-2204-2389","53e998fcb7602d9702138f37","samantaray","","arun samantaray","a. k. samantaray","v. l. krishnan"
"0000-0001-6411-4451","56d8d68bdabfae2eeed00954","vasiliadis","","dimitris vasiliadis","d c vasiliadis","g e rizos"
"0000-0002-9560-571X","53e9be72b7602d9704b361fc","feyereisen","","rené feyereisen","ren?? feyereisen","daniel w. nebert"
"0000-0001-7668-2237","53e9a31eb7602d9702c26157","buckmaster","","david buckmaster","david j. buckmaster","steven d. somes"
"0000-0001-5020-3322","55a3c3ccc91b587b09619cf6","scozzafava","","andrea scozzafava","scozzafava andrea","vullo daniela"
"0000-0002-7201-8125","53e99baab7602d9702450ca6","stéphanie","","stéphanie roualdes","stéphanie roualdès","david valade"
"0000-0001-5302-328X","53e9bcc1b7602d9704941794","bortolozzo","","fernando bortolozzo","f. p. bortolozzo","m. l. bernardi"
"0000-0003-0178-3361","5c0f79aada562944ac76ebf6","wankun xie","","wankun xie","wankun xie","lih kuo"
"0000-0001-7403-3997","53e9b206b7602d9703c99302","jong-wook ","","jong-wook  chung","jong-wook chung","young-il cho"
"0000-0003-4177-2632","553c1cf90cf2b2c73cb0a23b","aleksandar","","aleksandar beric","beric aleksandar","gavrancic brane"
"0000-0001-8080-2940","53e9a263b7602d9702b6b9c3","sergeenkov","","sergei sergeenkov","s. a. sergeenkov","h. bougrine"
"0000-0001-9645-4936","56d82650dabfae2eeedf4f6f","mashtalyar","","dmitry mashtalyar","d v mashtalyar","a s gnedenkov"
"0000-0002-3197-8015","53e9ad77b7602d9703769690","kowalewska","","anna kowalewska","a kowalewska",""
"0000-0002-3522-8932","53e9ace1b7602d97036bc674","wasserfall","","clive wasserfall","clive h. wasserfall","sally c. kent"
"0000-0002-8717-119X","56d82a3adabfae2eeef7852d","pecquenard","","brigitte pecquenard","b pecquenard","p vinatier"
"0000-0002-3369-3371","59cdb0de0cf22ceb570ab61b","hatakeyama","","kazuto hatakeyama","hatakeyama kazuto","hakuta yukiya"
"0000-0001-5945-9850","5c0f746eda562944ac6ad676","wensong li","","wensong li","wensong li","jinglong lan"
"0000-0003-4949-5799","53e9bd38b7602d97049c91d3","polakowski","","nicholas polakowski","polakowski nicholas j","lemasson isabelle"
"0000-0002-3232-9391","53e9a88cb7602d97031d76fc","noam sobel","","noam sobel","noam sobel","john d. e. gabrieli"
"0000-0003-2173-9851","53e9a627b7602d9702f55d91","karen dawe","","karen dawe","karen dawe",""
"0000-0001-6116-8462","53e99e85b7602d970274b8e3","echemendia","","ruben echemendia","ruben j. echemendia","jennifer j. manly"
"0000-0002-5243-5992","53e9b2eab7602d9703da3015","cid-sueiro","","jesus cid-sueiro","jesús cid-sueiro","alicia guerrero-curieses"
"0000-0002-6044-5322","55a60fd365cead59c833c100","ponikowska","","beata ponikowska","ponikowska beata","jankowska ewa anita"
"0000-0002-3626-6869","55a4825d65ce31bc877d3b50","kahanowicz","","ronit kahanowicz","kahanowicz ronit","ranka milan p"
"0000-0003-0883-4854","56d8e2d3dabfae2eee1db3df","yihan xing","","yihan xing","yihan xing","latha sethuraman"
"0000-0002-8970-6186","558c9320e4b00c3c48e30f4e","michaelsen","","rasmus schandorph michaelsen","michaelsen, r.s.","johansen, t.k."
"0000-0002-8090-0505","53e9b5dab7602d970412aa65","klainerman","","sergiu klainerman","s. klainerman","m. machedon"
"0000-0001-9104-978X","5489037445ce471f90a13232","dongfei qi","","dongfei qi","dongfei qi","oumei wang"
"0000-0001-7697-9188","55a685d565ce054aad6a8781","callewaert","","chris callewaert","callewaert chris","kerckhof frederiek-maarten"
"0000-0002-4971-3250","53e99e0bb7602d97026cf12d","arrowsmith","","cheryl arrowsmith","cheryl h. arrowsmith","rong xiao"
"0000-0001-6900-1384","53e9ba54b7602d9704669f8c","flickinger","","john flickinger","john c. flickinger","ricky madhok"
"0000-0002-9403-1777","53e9a9a9b7602d9703304d17","joxe mikel","","joxe mikel garmendia etxandi","joxe mikel garmendia","mireia valle"
"0000-0001-7397-3696","53e9b0f4b7602d9703b6cc0a","kagan ozer","","kagan ozer","kagan ozer","gokhan adanali"
"0000-0002-7100-4581","55a3c9f265ce5cd7b3b7c1b0","delledonne","","massimo delledonne","delledonne massimo","di carli mariasole"
"0000-0002-8043-3388","56d8202adabfae2eeeb6b8c2","somen saha","","somen saha","somen saha","m kermode"
"0000-0001-8624-6148","53e9aad1b7602d970344fcac","carrington","","antony carrington","a. carrington","j.r. cooper"
"0000-0001-7990-0009","55a4795965ce31bc877c30bd","chelnokova","","olga chelnokova","chelnokova olga","laeng bruno"
"0000-0003-2436-9024","56d8acf3dabfae2eeec29965","whitehouse","","michael whitehouse","michael r whitehouse",""
"0000-0002-8611-5049","53e99ebdb7602d970278475c","karegoudar","","t.b karegoudar","t.b. karegoudar","s. yogesh souche"
"0000-0002-6476-2835","5c0f7d09da562944ac7ea579","emmanuelle","","emmanuelle marquis","emmanuelle a marquis","kinga a unocic"
"0000-0001-8138-5405","56d8f62adabfae2eee949e4e","mieke boon","","mieke boon","mieke boon","gabriele kohler"
"0000-0002-5249-962X","573695886e3b12023e4a930c","daqing yun","","daqing yun","daqing yun","chase qishi wu"
"0000-0001-7692-5139","53e9a4f3b7602d9702e13a8c","enamul huq","","enamul huq","enamul huq","hui shen"
"0000-0003-2246-8969","53e99931b7602d9702170a70","emil ernst","","emil ernst","emil ernst","michel théra"
"0000-0002-1063-1100","53e9baecb7602d970471e8fe","xiaoan zuo","","xiaoan zuo","xiaoan zuo","halin zhao"
"0000-0002-2572-2259","557c8846f66765fbb46b6201","fuwen yang","","fuwen yang","fuwen yang","yilian zhang"
"0000-0002-1049-9365","53e997bdb7602d9701fa9e23","rosie erol","","rosie erol","rosie erol","peter armstrong"
"0000-0002-4320-1203","53e99d65b7602d97026233cf","elisa bona","","elisa bona","elisa bona","nadia massa"
"0000-0001-7522-1842","573698126e3b12023e6e730d","dana mckay","","dana mckay","dana mckay","kagonya awori"
"0000-0001-5878-1434","596574cb0cf2daa591bb7bfc","waddington","","rachel waddington","waddington r j","sadaghiani l"
"0000-0003-1262-9204","53e9bdb2b7602d9704a5ddbd","lars rogge","","lars rogge","lars rogge","michael meisterernst"
"0000-0002-3464-8513","59602f6f0cf2932415a554f7","dupressoir","","anne dupressoir","dupressoir anne","bireau caroline"
"0000-0002-3728-7784","55a40ed565ce5cd7b3c290ba","jeong yoon","","jeong yoon park","park jeong yoon","zhang ho yeol"
"0000-0001-6511-9713","53e9bbfbb7602d9704859700","timoshenko","","evgeny timoshenko","e. i. timoshenko","ch. k. gupta"
"0000-0002-4261-7514","53e9b911b7602d97044f83f7","ceccherini","","maria teresa ceccherini","m.t. ceccherini","r.c. hastings"
"0000-0002-5246-0477","55a3b55965ce5cd7b3b47d43","joong shin","","joong shin park","park joong shin","moon kyung chul"
"0000-0003-0817-2643","56d899c4dabfae2eee2d36d0","jun nomura","","jun nomura","jun nomura","toru takumi"
"0000-0002-1707-5418","53e9b321b7602d9703def3b0","de lorenzo","","giulia de lorenzo","g. de lorenzo","d. bellincampi"
"0000-0003-3244-3888","55a4308ac91b587b09702761","christopher","","christopher rao","rao christopher","protopapas aristotle d"
"0000-0002-1544-4419","56d8d7e8dabfae2eeed90b5a","taesang cho","","taesang cho","taesang cho","hanho lee"
"0000-0003-0808-1290","53e9997eb7602d97021beb83","grabarević","","Željko grabarević","Ž. grabarević","b. artuković"
"0000-0002-1428-9947","56d8ed03dabfae2eee5cb498","tarun goyal","","tarun goyal","tarun goyal","bhavuk garg"
"0000-0002-8074-7360","53e9bc3bb7602d97048adfe8","ivan marić","","ivan marić","ivan marić",""
"0000-0002-8614-8158","53e9a8ffb7602d970325224f","christopher","","christopher podlesnik","christopher a. podlesnik","timothy a. shahan"
"0000-0003-0684-3677","56d925a0dabfae2eeeb9338a","jiro matsuo","","jiro matsuo","jiro matsuo","makiko fujii"
"0000-0001-9738-9216","5c0f7ea3da562944ac81c264","yuji sugita","","yuji sugita","yuji sugita","george a pantelopulos"
"0000-0001-8263-9585","53e99c12b7602d97024c02d2","cesar zucco","","cesar zucco","cesar zucco",""
"0000-0002-3634-9306","56d8225cdabfae2eeec52516","jayaganthan","","jayaganthan rengaswamy","r jayaganthan","ramesh chandra"
"0000-0003-4130-0459","56d912a0dabfae2eee4504f9","robby stoks","","robby stoks","robby stoks","katrien hilde petra van petegem"
"0000-0002-8890-6303","53e9b97cb7602d97045699c5","per eystein","","per eystein lonning","per eystein lønning",""
"0000-0001-6036-6774","56d81c42dabfae2eee9c6099","bodo winter","","bodo winter","bodo winter","lucien brown"
"0000-0002-5700-9570","573745100cf29d1fea97cd7d","prokopovich","","polina prokopovich","prokopovich polina","tommasi giacomo"
"0000-0002-9013-4664","5c0f7018da562944ac60ae2c","ali niapour","","ali niapour","ali niapour","hossein salehi"
"0000-0001-8512-2442","56d9219edabfae2eeea13752","naveenkumar","","naveenkumar dt","d t naveenkumar","kumar swaminathan"
"0000-0001-7756-5526","53e9acaeb7602d970368f681","schaltegger","","stefan schaltegger","stefan c. schaltegger","anne y. ilinitch"
"0000-0002-6602-1184","53e99cc1b7602d9702573e17","junqing xue","","junqing xue","junqing xue","baochun chen"
"0000-0003-1382-8598","562b909e0cf29e8f36324cd0","higashimoto","","yuichiro higashimoto","higashimoto yuichiro","maeda satoshi"
"0000-0002-6999-5056","56d92454dabfae2eeeb19658","linlin wang","","linlin wang","linlin wang","yu zhang"
"0000-0002-3241-8423","56d8f4b5dabfae2eee8b9e46","najma memon","","najma memon","najma memon","shafi muhammad nizamani"
"0000-0002-3600-7461","56d9069edabfae2eeefa64be","jan potempa","","jan potempa","jan potempa","tomasz kantyka"
"0000-0002-0112-190X","55a4929465ceb7cb02d23778","lloyd-price","","jason lloyd-price","lloyd-price jason","yli-harja olli"
"0000-0002-9470-6682","5c0f7c87da562944ac7d6f74","kamal kumar","","kamal kumar","kamal kumar","mohamed diwan m abdulhameed"
"0000-0002-1151-3413","53e9bbd4b7602d9704822dff","paola bruni","","paola bruni","paola bruni","elisabetta meacci"
"0000-0002-0466-2285","5c0f807fda562944ac85e472","turgay akay","","turgay akay","turgay akay","william paganini mayer"
"0000-0002-6647-4749","5c0f9172da562944aca9808f","lisong shen","","lisong shen","lisong shen","xing ke"
"0000-0002-5052-2849","53e997e3b7602d9701fd96c1","mauro boero","","mauro boero","mauro boero","kiyoyuki terakura"
"0000-0001-6984-4189","55a54e8665ceb7cb02e7b320","mroczkowska","","stephanie mroczkowska","mroczkowska stephanie a","ekart aniko"
"0000-0001-9655-9551","5c0f9013da562944aca6c60f","xiaopeng li","","xiaopeng li","xiaopeng li","shaowei jiang"
"0000-0003-1878-5072","53e99b3cb7602d97023da6a6","krolikowski","","lechoslaw krolikowski","lechoslaw j. krolikowski",""
"0000-0002-5553-5147","53e9b1b0b7602d9703c3e511","eva roblegg","","eva roblegg","eva roblegg","peter dittrich"
"0000-0002-2176-3432","55a69d8d65ce054aad6dfa92","el koraichi","","alae el koraichi","el koraichi alae","el kettani salma"
"0000-0001-8502-966X","548902ca45ce471f90a0bd32","feifei wang","","feifei wang","feifei wang","xiangyong zhao"
"0000-0002-9847-2051","55a591d6612c6b12ab241926","jean-claude","","jean-claude martinou","martinou jean-claude","bochud-allemann natacha"
"0000-0001-9414-1573","53e99b4ab7602d97023ed961","luiz carlos","","luiz carlos silveira","luiz carlos l silveira","josé agusto p muniz"
"0000-0002-5478-6550","55a6d1d865ce054aad77202b","malinauskas","","tadas malinauskas","malinauskas tadas","paulauskas valdas"
"0000-0001-5072-8700","53e9bd32b7602d97049c0af4","ian maddock","","ian maddock","ian maddock",""
"0000-0002-4346-3641","56d826b9dabfae2eeee1c2ee","umut sarpel","","umut sarpel","umut sarpel","james araujo"
"0000-0003-3399-9159","5488e86a45ce471f908f3bcd","jinqiang li","","jinqiang li","jinqiang li","yoshihiro narita"
"0000-0002-8481-302X","53e9a122b7602d9702a12b64","binshan lin","","binshan lin","binshan lin","ming chang wu"
"0000-0002-8654-1080","53e9bca5b7602d970492273f","roland bock","","roland bock","roland bock","david j. linden"
"0000-0002-6609-2708","55a5edbc65cead59c8300f31","signoriello","","giuseppe signoriello","signoriello giuseppe","daniele bruno"
"0000-0002-1805-0570","53e999e7b7602d970222f640","kouwenhoven","","m.b.n. kouwenhoven","m. b. n. kouwenhoven","a. g. a. brown"
"0000-0001-8391-4067","53e99c75b7602d970252a21d","eishi asano","","eishi asano","eishi asano","sandeep sood"
"0000-0002-4206-5529","53e9b96fb7602d9704560287","riethmacher","","dieter riethmacher","d. riethmacher","y. achouri"
"0000-0001-5707-7760","53e9bd92b7602d9704a3a9af","putrolaynen","","vadim putrolaynen","v v putrolaynen","a l pergament"
"0000-0002-7341-6002","53e9ab2bb7602d97034b5470","toshi menju","","toshi menju","toshi menju","hiroshi date"
"0000-0003-0856-3951","53e9b2f0b7602d9703dac488","goremychkin","","eugene goremychkin","e. a. goremychkin","k. s. nemkovski"
"0000-0002-1075-3781","53e99df0b7602d97026af2d2","delia preti","","delia preti","delia preti","ernest hamel"
"0000-0003-1195-0370","53e9b520b7602d9704051a14","mick healey","","mick healey","mick healey","andrew bradley"
"0000-0003-4195-425X","55a6cc1b65ce054aad761833","christopher","","christopher basler","basler christopher f","edwards megan r"
"0000-0002-1768-3894","55a44dd7c91b587b0976d6bb","vinciguerra","","manlio vinciguerra","vinciguerra manlio","rohner-jeanrenaud françoise"
"0000-0002-4324-1571","5c0f8bd4da562944ac9e087e","yong zhuang","","yong zhuang","yong zhuang","yan yang"
"0000-0002-4704-0603","53e9a8d4b7602d9703224924","koji nagata","","koji nagata","koji nagata","min ze jia"
"0000-0002-8120-1124","5c0f84ecda562944ac8fa07d","wael bachta","","wael bachta","wael bachta","andres trujillo-leon"
"0000-0002-4777-5490","53e9a455b7602d9702d6f75f","johannisson","","anders johannisson","a. johannisson","j.m. morrell"
"0000-0002-3177-2885","56d86a3edabfae2eeec10f75","rahul soman","","rahul soman","rahul soman","subramaniam sujatha"
"0000-0002-7955-6380","5488e9ea45ce471f9090ea67","yinghui sun","","yinghui sun","yinghui sun","lin jiang"
"0000-0002-4763-6845","573698176e3b12023e6eb241","barandiaran","","xabier barandiaran","xabier e. barandiaran","manuel gonzález bedia"
"0000-0002-9570-4224","56d8fd49dabfae2eeec0add3","jianfei luo","","jianfei luo","jianfei luo","weitie lin"
"0000-0001-7664-4097","56d87f38dabfae2eee59a348","beate rusch","","beate rusch","beate rusch","anja muller"
"0000-0002-7800-4904","55a41c1b612ca648688657c3","pellettieri","","jason pellettieri","pellettieri j p","blaisdell c j"
"0000-0003-4464-2999","53e9b5a8b7602d97040f09a1","chaumerliac","","nadine chaumerliac","n. chaumerliac","s. cautenet"
"0000-0003-1177-3204","53e9a1eeb7602d9702af0f64","ferapontova","","elena e. ferapontova","e. e. ferapontova","s. v. shipovskov"
"0000-0001-8637-4350","53e99ebdb7602d97027878be","roja rahimi","","roja rahimi","roja rahimi","mohammad abdollahi"
"0000-0002-0429-4849","53e9a6b5b7602d9702feaa2d","smiti nanda","","smiti nanda","smiti nanda","meenakshi chauhan"
"0000-0003-0873-1097","56d822ebdabfae2eeec87e4a","florin tibu","","florin tibu","florin tibu","katie a mclaughlin"
"0000-0001-9648-1328","53e9acbcb7602d9703698caf","bauchmuller","","kris bauchmuller","k bauchmuller","m kleber"
"0000-0002-8674-0928","568e70570cf2711965671d70","nakabayashi","","ryo nakabayashi","nakabayashi ryo","takayama hiromitsu"
"0000-0001-7649-8181","53e9a2d6b7602d9702be0f60","bogdan aman","","bogdan aman","bogdan aman","gabriel ciobanu"
"0000-0001-9705-2883","56d8f99edabfae2eeeaa5703","lara sidoli","","lara sidoli","lara sidoli","g l israel"
"0000-0002-4804-0832","5c0f7351da562944ac68706a","adam ranson","","adam ranson","adam ranson",""
"0000-0002-5260-7248","53e999b4b7602d97021f9402","nanni costa","","leonardo nanni costa","l nanni costa","l buttazzoni"
"0000-0003-1100-7462","5a0cf84e0cf2300994d0e9d6","takabayashi","","atsushi takabayashi","takabayashi atsushi","tanaka ayumi"
"0000-0003-2788-5235","53e99cafb7602d970256148d","sumru altug","","sumru altug","sumru altug","fanny s. demers"
"0000-0003-0577-4518","53e9b2b1b7602d9703d5becd","fallowfield","","lesley fallowfield","l.j. fallowfield","c.m. saunders"
"0000-0001-6262-5952","53e9b1afb7602d9703c3d41a","chmielewski","","andrzej chmielewski","a.g. chmielewski","j. piekoszewski"
"0000-0001-5372-3614","53e9a4f3b7602d9702e15c10","iordachescu","","alexandru iordachescu","a. iordachescu","m. ionescu-bujor"
"0000-0002-2892-4884","56d9196fdabfae2eee6f7273"," oshchepkov","","maxim  oshchepkov","maxim oshchepkov","a v anisimov"
"0000-0001-5115-4446","53e9987db7602d97020ba41b","haoran geng","","haoran geng","haoran geng","zhaoliang zhang"
"0000-0002-4473-5434","56d86f0fdabfae2eeee59a1a","juan manuel","","juan manuel ruiz lozano","juan manuel ruizlozano","ricardo f aroca"
"0000-0002-9666-7058","53e9a66eb7602d9702fa2d28","werner blau","","werner blau","werner blau","fiona blighe"
"0000-0002-2694-0012","53e999e7b7602d970222cb7c","luna-rivera","","j.m. luna-rivera","martin luna-rivera","daniel u. campos-delgado"
"0000-0003-1920-1278","56d8fcbfdabfae2eeebd492d","dorra driss","","dorra driss","dorra driss","raoudha ghorbel"
"0000-0003-1450-6208","5c136a47da56295a08a4aa44","jari haukka","","jari haukka","jari haukka","sari sahanne"
"0000-0002-2826-7503","55a65c2f65ce054aad6538a0","encarnacion","","encarnacion montecino rodriguez","montecino-rodriguez encarnacion","dorshkind kenneth"
"0000-0002-8335-6971","53e9b0d1b7602d9703b4aca9","pingxiao wu","","pingxiao wu","pingxiao wu","ping li"
"0000-0002-7930-0270","53e99f8db7602d9702863188","mark coburn","","mark coburn","mark coburn","marc hein"
"0000-0001-7482-7201","55a41bae65ce5cd7b3c47abf","van ginckel","","ans van ginckel","van ginckel a","roosen p"
"0000-0002-7733-4725","56d8e0f2dabfae2eee1169cf","maria coros","","maria coros","maria coros","florina pogacean"
"0000-0003-3366-1617","53e99a43b7602d97022a456f","nick ashton","","nick ashton","nick ashton","philip kelly"
"0000-0003-0419-3009","53e99959b7602d9702196db2","dana hollie","","dana hollie","dana hollie","shawn m. davis"
"0000-0002-6796-1602","53e9a80cb7602d970314faad","vegas olmos","","juan josé vegas olmos","j. j. vegas olmos","idelfonso tafur monroy"
"0000-0001-7025-0142","55a4f3bb65ceb7cb02dcfb32","maximiliano","","maximiliano d'angelo","d'angelo maximiliano a","raices marcela"
"0000-0001-6261-9747","53e9b115b7602d9703b93ea7","brian mcfee","","brian mcfee","brian mcfee","gert r. g. lanckriet"
"0000-0002-4678-9874","53e9b6b9b7602d9704242dce","grzegorz m.","","grzegorz m. wójcik","grzegorz m. wojcik","wieslaw a. kaminski"
"0000-0002-0035-9270","55a6c2b365ce054aad747a30","mashinchian","","omid mashinchian","mashinchian omid","bonakdar shahin"
"0000-0003-2314-5272","53e9b44bb7602d9703f48467","hongzhe liu","","hongzhe liu","hongzhe liu","hong bao"
"0000-0001-8780-9491","53e9b6eeb7602d9704282249","silverstein","","jeffrey silverstein","jeffrey t silverstein","william r wolters"
"0000-0001-8691-6252","54890fb445ce471f90ab631e","minoru kubo","","minoru kubo","minoru kubo","kaori furuta"
"0000-0002-5201-3044","53e9a2ecb7602d9702bf6bc9","peter brown","","peter brown","peter brown","anam anzak"
"0000-0001-8055-000X","56d8e7b7dabfae2eee3bf022","junmin wang","","junmin wang","junmin wang","jun he"
