"orcid","pm_id","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0003-1280-6493","12005561","jiangbin gong","","jiangbin gong","jiangbin gong","paul brumer"
"0000-0001-8546-6093","17482971","james butcher","","james butcher","james butcher"," "
"0000-0002-1975-1141","15738050","anand swaroop","","anand swaroop","anand swaroop","edward n pugh"
"0000-0002-1398-2037","29877533","min-jung kang","","min-jung kang","min-jung kang","binh thanh nguyen"
"0000-0002-9128-4787","18817912","soledad rubio","","soledad rubio","soledad rubio","maría dolores sicilia"
"0000-0001-5617-5430","30996886","chengfeng xia","","chengfeng xia","chengfeng xia","kangjiang liang"
"0000-0003-2717-4919","28626258","atsuko aoyama","","atsuko aoyama","atsuko aoyama","kazumasa uemura"
"0000-0002-0995-1254","17368714","kyung-duk zoh","","kyung-duk zoh","kyung-duk zoh","kyungho choi"
"0000-0001-6279-7017","20178985","soonkyu chung","","soonkyu chung","soonkyu chung","shunxing rong"
"0000-0002-9788-0790","17299512","eleni aklillu","","eleni aklillu","eleni aklillu","chiaki kawanishi"
"0000-0003-1056-8196","19505971","von dem hagen","","elisabeth von dem hagen","elisabeth a h von dem hagen","john d beaver"
"0000-0002-9297-6208","11372034","mayanja-kizza","","harriet mayanja-kizza","h mayanja-kizza","g vanham"
"0000-0002-9799-7059","28865726","marco paterni","","marco paterni","marco paterni","mario marzilli"
"0000-0002-7114-1463","21763418","wood yee chan","","wood yee chan","wood yee chan","chuan-ming xie"
"0000-0001-9686-8258","27574355","feng yih chai","","feng yih chai","feng yih chai","yew eng tan"
"0000-0002-7658-5856","17803189","david barnett","","david barnett","david barnett","elizabeth stone"
"0000-0001-9108-848X","31416129","marco valussi","","marco valussi","marco valussi","laura cornara"
"0000-0002-6917-5285","24670428","israel amirav","","israel amirav","israel amirav","asaf halamish"
"0000-0003-4780-4164","29628275","michael bader","","michael bader","michael bader","susann matthes"
"0000-0002-0341-0131","31155933","joo-young kim","","joo-young kim","joo-young kim","sang don lee"
"0000-0001-8040-3608","28886556","jingjie zhang","","jingjie zhang","jingjie zhang","zheng xu"
"0000-0002-5874-1237","25660881","luigi milella","","luigi milella","luigi milella","nicola condelli"
"0000-0003-0434-2238","23774524","bernat elvira","","bernat elvira","bernat elvira","ekaterina shumilina"
"0000-0003-0645-7987","28424160","chao-sheng lo","","chao-sheng lo","chao-sheng lo","shao-ling zhang"
"0000-0002-6568-6926","20077474","bernd faenger","","bernd faenger","bernd faenger","dirk arnold"
"0000-0003-0196-4496","28920001","dhifaf sarhan","","dhifaf sarhan","dhifaf sarhan","hanjing xie"
